source,label,date
Donald Trump,2.0,2016-07-07
Donald Trump,4.0,2016-07-07
Donald Trump,1.0,2016-07-01
Donald Trump,2.0,2016-06-30
Donald Trump,3.0,2016-06-29
Donald Trump,2.0,2016-06-28
Donald Trump,1.0,2016-06-28
Donald Trump,0.0,2016-06-24
Donald Trump,1.0,2016-06-23
Donald Trump,0.0,2016-06-23
Donald Trump,1.0,2016-06-23
Donald Trump,0.0,2016-06-22
Donald Trump,1.0,2016-06-22
Donald Trump,5.0,2016-06-22
Donald Trump,1.0,2016-06-22
Donald Trump,2.0,2016-06-20
Donald Trump,2.0,2016-06-19
Donald Trump,1.0,2016-06-18
Donald Trump,4.0,2016-06-16
Donald Trump,0.0,2016-06-15
Donald Trump,4.0,2016-06-13
Donald Trump,1.0,2016-06-13
Donald Trump,4.0,2016-06-13
Donald Trump,0.0,2016-06-09
Donald Trump,2.0,2016-06-07
Donald Trump,2.0,2016-06-02
Donald Trump,3.0,2016-06-02
Donald Trump,1.0,2016-06-02
Donald Trump,3.0,2016-06-01
Donald Trump,0.0,2016-05-31
Donald Trump,2.0,2016-05-31
Donald Trump,3.0,2016-05-27
Donald Trump,0.0,2016-05-26
Donald Trump,1.0,2016-05-25
Donald Trump,0.0,2016-05-25
Donald Trump,2.0,2016-05-19
Donald Trump,1.0,2016-05-11
Donald Trump,2.0,2016-05-11
Joe Biden,1.0,2016-05-09
Donald Trump,1.0,2016-05-08
Donald Trump,1.0,2016-05-08
Joe Biden,4.0,2016-05-05
Donald Trump,0.0,2016-05-03
Donald Trump,1.0,2016-05-02
Donald Trump,0.0,2016-05-02
Donald Trump,3.0,2016-04-28
Donald Trump,1.0,2016-04-27
Donald Trump,1.0,2016-04-27
Donald Trump,4.0,2016-04-22
Donald Trump,4.0,2016-04-20
Donald Trump,1.0,2016-04-20
Donald Trump,1.0,2016-04-19
Donald Trump,1.0,2016-04-18
Donald Trump,1.0,2016-04-14
Donald Trump,,2016-04-12
Donald Trump,3.0,2016-04-08
Donald Trump,3.0,2016-04-04
Donald Trump,3.0,2016-04-04
Donald Trump,0.0,2016-04-02
Donald Trump,1.0,2016-03-31
Donald Trump,0.0,2016-03-30
Donald Trump,2.0,2016-03-30
Donald Trump,1.0,2016-03-30
Donald Trump,0.0,2016-03-24
Donald Trump,1.0,2016-03-24
Donald Trump,3.0,2016-03-22
Donald Trump,1.0,2016-03-21
Donald Trump,1.0,2016-03-17
Donald Trump,5.0,2016-03-17
Donald Trump,5.0,2016-03-14
Donald Trump,1.0,2016-03-13
Donald Trump,1.0,2016-03-11
Donald Trump,1.0,2016-03-11
Donald Trump,2.0,2016-03-11
Donald Trump,3.0,2016-03-07
Donald Trump,3.0,2016-03-07
Donald Trump,1.0,2016-03-04
Donald Trump,4.0,2016-03-04
Donald Trump,1.0,2016-03-04
Donald Trump,0.0,2016-03-02
Donald Trump,1.0,2016-03-01
Donald Trump,1.0,2016-02-28
Donald Trump,1.0,2016-02-26
Donald Trump,0.0,2016-02-26
Donald Trump,1.0,2016-02-26
Donald Trump,0.0,2016-02-23
Donald Trump,2.0,2016-02-21
Donald Trump,4.0,2016-02-19
Donald Trump,2.0,2016-02-14
Donald Trump,1.0,2016-02-14
Donald Trump,0.0,2016-02-11
Donald Trump,3.0,2016-02-10
Donald Trump,2.0,2016-02-09
Donald Trump,1.0,2016-02-07
Donald Trump,2.0,2016-02-07
Donald Trump,1.0,2016-01-29
Donald Trump,1.0,2016-01-26
Donald Trump,3.0,2016-01-24
Donald Trump,2.0,2016-01-21
Donald Trump,1.0,2016-01-15
Donald Trump,2.0,2016-01-10
Donald Trump,1.0,2016-01-10
Donald Trump,1.0,2016-01-06
Donald Trump,0.0,2016-01-04
Donald Trump,5.0,2015-12-20
Donald Trump,1.0,2015-12-17
Donald Trump,2.0,2015-12-16
Donald Trump,2.0,2015-12-11
Donald Trump,2.0,2015-12-09
Donald Trump,0.0,2015-12-01
Donald Trump,0.0,2015-11-23
Donald Trump,0.0,2015-11-22
Donald Trump,3.0,2015-11-20
Donald Trump,0.0,2015-11-18
Donald Trump,0.0,2015-11-12
Donald Trump,3.0,2015-11-11
Donald Trump,2.0,2015-11-11
Donald Trump,2.0,2015-11-09
Donald Trump,3.0,2015-11-08
Donald Trump,1.0,2015-11-05
Donald Trump,2.0,2015-11-02
Donald Trump,1.0,2015-11-02
Donald Trump,0.0,2015-10-29
Donald Trump,1.0,2015-10-26
Donald Trump,3.0,2015-10-25
Donald Trump,1.0,2015-10-21
Donald Trump,0.0,2015-10-20
Donald Trump,1.0,2015-10-20
Donald Trump,1.0,2015-10-04
Donald Trump,0.0,2015-09-30
Donald Trump,1.0,2015-09-23
Donald Trump,4.0,2015-09-21
Donald Trump,4.0,2015-09-17
Donald Trump,1.0,2015-09-17
Donald Trump,2.0,2015-09-17
Donald Trump,2.0,2015-09-15
Donald Trump,4.0,2015-09-13
Donald Trump,1.0,2015-09-04
Donald Trump,1.0,2015-08-31
Donald Trump,1.0,2015-08-28
Donald Trump,3.0,2015-08-27
Donald Trump,3.0,2015-08-25
Donald Trump,3.0,2015-08-18
Donald Trump,3.0,2015-08-16
Donald Trump,3.0,2015-08-11
Donald Trump,1.0,2015-08-10
Donald Trump,1.0,2015-08-07
Donald Trump,0.0,2015-08-07
Donald Trump,1.0,2015-08-02
Donald Trump,0.0,2015-07-28
Donald Trump,2.0,2015-07-28
Donald Trump,1.0,2015-07-23
Donald Trump,1.0,2015-07-21
Donald Trump,1.0,2015-07-20
Donald Trump,2.0,2015-07-19
Donald Trump,1.0,2015-07-15
Donald Trump,1.0,2015-07-14
Donald Trump,0.0,2015-07-09
Donald Trump,2.0,2015-07-06
Donald Trump,1.0,2015-07-06
Donald Trump,1.0,2015-06-28
Donald Trump,1.0,2015-06-18
Donald Trump,2.0,2015-06-17
Donald Trump,1.0,2015-06-16
Donald Trump,0.0,2015-06-16
Donald Trump,1.0,2015-06-16
Donald Trump,3.0,2015-05-18
Joe Biden,3.0,2015-03-12
Joe Biden,0.0,2015-02-19
Donald Trump,0.0,2014-10-14
Donald Trump,4.0,2014-09-17
Joe Biden,3.0,2014-07-29
Joe Biden,3.0,2014-06-24
Donald Trump,1.0,2014-04-21
Joe Biden,5.0,2013-06-20
Joe Biden,3.0,2012-10-16
Joe Biden,5.0,2012-10-12
Joe Biden,2.0,2012-10-12
Joe Biden,3.0,2012-10-12
Joe Biden,3.0,2012-10-12
Joe Biden,2.0,2012-10-05
Joe Biden,4.0,2012-09-09
Joe Biden,3.0,2012-09-05
Joe Biden,4.0,2012-06-01
Joe Biden,1.0,2012-05-14
Joe Biden,3.0,2012-04-16
Joe Biden,3.0,2012-04-13
Joe Biden,1.0,2012-04-09
Joe Biden,4.0,2012-02-09
Joe Biden,4.0,2011-12-02
Joe Biden,5.0,2011-11-18
Joe Biden,4.0,2011-11-03
Joe Biden,3.0,2011-10-25
Joe Biden,1.0,2011-09-07
Donald Trump,3.0,2011-05-03
Joe Biden,4.0,2011-04-28
Donald Trump,0.0,2011-04-27
Donald Trump,0.0,2011-04-27
Donald Trump,4.0,2011-04-25
Donald Trump,1.0,2011-04-12
Donald Trump,1.0,2011-04-11
Donald Trump,3.0,2011-04-08
Donald Trump,1.0,2011-04-07
Donald Trump,1.0,2011-04-01
Donald Trump,0.0,2011-02-14
Joe Biden,2.0,2011-02-11
Joe Biden,5.0,2010-07-21
Joe Biden,2.0,2010-07-20
Joe Biden,3.0,2010-07-20
Joe Biden,4.0,2010-07-15
Joe Biden,4.0,2010-02-17
Joe Biden,5.0,2010-02-16
Joe Biden,3.0,2010-02-16
Joe Biden,1.0,2010-01-22
Joe Biden,4.0,2009-07-15
Joe Biden,0.0,2009-05-04
Joe Biden,3.0,2008-10-27
Joe Biden,5.0,2008-10-06
Joe Biden,2.0,2008-10-02
Joe Biden,2.0,2008-10-02
Joe Biden,4.0,2008-10-02
Joe Biden,3.0,2008-09-15
Joe Biden,,2008-08-24
Joe Biden,5.0,2008-08-23
Joe Biden,3.0,2008-08-23
Joe Biden,2.0,2008-07-03
Joe Biden,4.0,2008-01-07
Joe Biden,1.0,2008-01-07
Joe Biden,1.0,2008-01-07
Joe Biden,2.0,2007-12-31
Joe Biden,5.0,2007-12-12
